id_empleado;edad;genero;departamento;antiguedad_empresa;nivel_educativo;sector;frecuencia_uso_ia;herramienta_principal;prefiere_humano_vs_ia;AT1_rendimiento;AT2_facilita_aprendizaje;AT3_facilidad_uso;AT4_integracion_positiva;AE1_resolver_problemas;AE2_confianza_digital;AE3_uso_eficaz;AE4_seguridad_aplicacion;M1_estimulante;M2_aumenta_interes;M3_aporta_valor;M4_mayor_esfuerzo;E1_adaptacion;E2_feedback_util;E3_aplicable_trabajo;E4_aprendizaje_ritmo;D1_mejora_competencias;D2_preparado_retos;D3_amplia_habilidades;D4_aprendizaje_autonomo;C1_confio_sin_verificar;C2_dificil_sin_ia;C3_pensamiento_critico;C4_reflexiono_calidad;open_positive_experience;open_difficulties_and_training_needs;usa_chatgpt;usa_gemini;usa_copilot;usa_lms_ia;usa_otra_ia;survey_completed_at
27;55;Hombre;Profesional independiente / Freelance;Más de 5 años;Grado;Consultoría;4 – Frecuentemente;ChatGPT;4 – Ni de acuerdo ni en desacuerdo ;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;6 – De acuerdo;4 – Ni de acuerdo ni en desacuerdo;5 – Algo de acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;7 – Totalmente de acuerdo;2 – En desacuerdo;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;7 – Totalmente de acuerdo;5 – Algo de acuerdo ;6 – De acuerdo ;3 – Algo en desacuerdo;2 – En desacuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;Rapidez para generar casos de análisis en formaciones para empresas ;Creerse lo que dice sin tener pensamiento crítico o acudor a otras fuentes ;True;False;False;False;False;2026-04-15T09:00:26
28;54;Hombre;Dirección / Gestión;Más de 5 años;Doctorado;Banca / Finanzas;4 – Frecuentemente;Copilot;5 – Algo de acuerdo;6 – De acuerdo;4 – Ni de acuerdo ni en desacuerdo;6 – De acuerdo;7 – Totalmente de acuerdo;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;Permite aprender más rápido.;Posible dependencia de la tecnología;True;False;True;True;False;2026-04-15T09:00:27
29;20;Hombre;Profesional independiente / Freelance;1–3 años;Formación Profesional;Tecnología;5 – Muy frecuentemente;Copilot;6 – De acuerdo;5 – Algo de acuerdo;6 – De acuerdo;6 – De acuerdo;6 – De acuerdo;7 – Totalmente de acuerdo;6 – De acuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;Facilita el acceso a información actualizada.;Información incorrecta o imprecisa.;False;True;True;True;False;2026-04-15T09:00:28
30;26;Mujer;Otro;1–3 años;Máster;Industria;5 – Muy frecuentemente;Otra;6 – De acuerdo;7 – Totalmente de acuerdo;6 – De acuerdo;5 – Algo de acuerdo;5 – Algo de acuerdo;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;Ayuda a resolver dudas al instante.;Falta de pensamiento crítico.;False;False;False;True;True;2026-04-15T09:00:29
31;24;No binario;Comercial / Ventas / Marketing;3–5 años;Máster;Consultoría;5 – Muy frecuentemente;LMS con IA;3 – Algo en desacuerdo ;6 – De acuerdo;5 – Algo de acuerdo;7 – Totalmente de acuerdo;5 – Algo de acuerdo;6 – De acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;Mejora la comprensión de temas complejos.;Riesgo de plagio en trabajos.;False;True;False;True;False;2026-04-15T09:00:30
32;44;Hombre;Recursos Humanos;Más de 5 años;Doctorado;Consultoría;5 – Muy frecuentemente;LMS con IA;6 – De acuerdo;6 – De acuerdo;5 – Algo de acuerdo;7 – Totalmente de acuerdo;6 – De acuerdo;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;5 – Algo de acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;Permite estudiar de forma más personalizada.;Uso excesivo sin comprensión real.;False;True;True;True;True;2026-04-15T09:00:31
33;32;Hombre;Educación / Investigación;Más de 5 años;Máster;Educación;2 – Rara vez;ChatGPT;7 – Totalmente de acuerdo;3 – Algo en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo;4 – Ni de acuerdo ni en desacuerdo;5 – Algo de acuerdo;4 – Ni de acuerdo ni en desacuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;6 – De acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;Me ayuda bastante cuando no entiendo algo y necesito que me lo expliquen de otra forma.;A veces la información que da puede no ser del todo correcta.;True;False;False;False;False;2026-04-15T09:00:32
34;37;Mujer;Profesional independiente / Freelance;Más de 5 años;Máster;Administración pública;4 – Frecuentemente;LMS con IA;7 – Totalmente de acuerdo;5 – Algo de acuerdo;6 – De acuerdo;5 – Algo de acuerdo;6 – De acuerdo;7 – Totalmente de acuerdo;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;Es útil para resolver dudas rápidas cuando estoy estudiando.;Algunos estudiantes pueden usarla para copiar trabajos.;True;True;True;True;True;2026-04-15T09:00:33
35;50;Hombre;Dirección / Gestión;Más de 5 años;Máster;Comercio / Retail;5 – Muy frecuentemente;Gemini;7 – Totalmente de acuerdo;6 – De acuerdo;5 – Algo de acuerdo;4 – Ni de acuerdo ni en desacuerdo;5 – Algo de acuerdo;7 – Totalmente de acuerdo;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;2 – En desacuerdo;2 – En desacuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;Me permite actualizar conocimientos de forma rápida.;Debe utilizarse como apoyo, no como sustituto del conocimiento profesional.;False;True;False;False;False;2026-04-15T09:00:34
36;35;Hombre;Dirección / Gestión;Más de 5 años;Doctorado;Tecnología;3 – A veces;Gemini;4 – Ni de acuerdo ni en desacuerdo ;5 – Algo de acuerdo;4 – Ni de acuerdo ni en desacuerdo;4 – Ni de acuerdo ni en desacuerdo;4 – Ni de acuerdo ni en desacuerdo;4 – Ni de acuerdo ni en desacuerdo ;3 – Algo en desacuerdo;3 – Algo en desacuerdo;3 – Algo en desacuerdo;6 – De acuerdo ;5 – Algo de acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;5 – Algo de acuerdo ;7 – Totalmente de acuerdo;4 – Ni de acuerdo ni en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;1 – Totalmente en desacuerdo;4 – Ni de acuerdo ni en desacuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;Bien utilizada, puede ser una herramienta muy útil para el desarrollo profesional.;Es necesario establecer normas claras de uso en la empresa.;False;True;False;False;True;2026-04-15T09:00:35
37;56;Mujer;Operaciones / Producción;Más de 5 años;Máster;Industria;4 – Frecuentemente;LMS con IA;7 – Totalmente de acuerdo;5 – Algo de acuerdo;6 – De acuerdo;5 – Algo de acuerdo;5 – Algo de acuerdo;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;Me ayuda a aclarar dudas cuando estoy aprendiendo algo nuevo en el trabajo.;A veces la información que da no es del todo fiable.;False;False;False;True;True;2026-04-15T09:00:36
38;45;Hombre;Tecnología / IT;Más de 5 años;Doctorado;Consultoría;3 – A veces;ChatGPT;6 – De acuerdo;3 – Algo en desacuerdo ;5 – Algo de acuerdo;6 – De acuerdo;7 – Totalmente de acuerdo;6 – De acuerdo ;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;6 – De acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;Es una forma rápida de encontrar información sin perder demasiado tiempo.;Puede haber errores si no se revisa lo que genera.;True;True;False;False;False;2026-04-15T09:00:37
39;47;Hombre;Comercial / Ventas / Marketing;Más de 5 años;Grado;Tecnología;4 – Frecuentemente;Gemini;6 – De acuerdo;6 – De acuerdo;5 – Algo de acuerdo;5 – Algo de acuerdo;5 – Algo de acuerdo;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;Me sirve para entender mejor algunos conceptos técnicos.;No siempre entiende bien lo que se le pregunta.;True;True;False;False;True;2026-04-15T09:00:38
40;29;Hombre;Comercial / Ventas / Marketing;Más de 5 años;Máster;Comercio / Retail;5 – Muy frecuentemente;LMS con IA;7 – Totalmente de acuerdo;6 – De acuerdo;7 – Totalmente de acuerdo;6 – De acuerdo;5 – Algo de acuerdo;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;7 – Totalmente de acuerdo;4 – Ni de acuerdo ni en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo ;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;Me ayuda a mantenerme al día en temas relacionados con mi trabajo.;Puede dar respuestas demasiado generales.;True;False;False;True;False;2026-04-15T09:00:39
41;27;Mujer;Dirección / Gestión;3–5 años;Grado;Consultoría;4 – Frecuentemente;Gemini;6 – De acuerdo;5 – Algo de acuerdo;5 – Algo de acuerdo;5 – Algo de acuerdo;6 – De acuerdo;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;A veces me da ideas o soluciones que no había considerado.;Existe el riesgo de confiar demasiado en lo que dice.;True;False;True;True;False;2026-04-15T09:00:40
42;24;Mujer;Recursos Humanos;Menos de 1 año;Grado;Sanidad;5 – Muy frecuentemente;Copilot;7 – Totalmente de acuerdo;5 – Algo de acuerdo;4 – Ni de acuerdo ni en desacuerdo;4 – Ni de acuerdo ni en desacuerdo;5 – Algo de acuerdo;7 – Totalmente de acuerdo;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;7 – Totalmente de acuerdo;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;Es útil cuando necesito una explicación rápida sobre algún tema.;No sustituye la experiencia ni el conocimiento de los profesionales.;False;True;True;True;True;2026-04-15T09:00:41
43;34;Hombre;Comercial / Ventas / Marketing;Más de 5 años;Doctorado;Industria;5 – Muy frecuentemente;LMS con IA;7 – Totalmente de acuerdo;5 – Algo de acuerdo;5 – Algo de acuerdo;6 – De acuerdo;6 – De acuerdo;5 – Algo de acuerdo ;5 – Algo de acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo ;6 – De acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;3 – Algo en desacuerdo;3 – Algo en desacuerdo;2 – En desacuerdo;3 – Algo en desacuerdo;2 – En desacuerdo;2 – En desacuerdo;3 – Algo en desacuerdo;2 – En desacuerdo;3 – Algo en desacuerdo;2 – En desacuerdo;1 – Totalmente en desacuerdo;2 – En desacuerdo;1 – Totalmente en desacuerdo;2 – En desacuerdo;Me permite aprender cosas nuevas sin tener que hacer un curso largo.;En algunos casos la información se queda un poco superficial.;True;False;False;True;False;2026-04-15T09:00:42
44;56;Mujer;Formación y Desarrollo;Más de 5 años;Máster;Industria;5 – Muy frecuentemente;LMS con IA;7 – Totalmente de acuerdo;3 – Algo en desacuerdo ;2 – En desacuerdo ;3 – Algo en desacuerdo ;3 – Algo en desacuerdo ;3 – Algo en desacuerdo;3 – Algo en desacuerdo;3 – Algo en desacuerdo;2 – En desacuerdo;2 – En desacuerdo;3 – Algo en desacuerdo;3 – Algo en desacuerdo;3 – Algo en desacuerdo;2 – En desacuerdo;3 – Algo en desacuerdo;2 – En desacuerdo;2 – En desacuerdo;2 – En desacuerdo;3 – Algo en desacuerdo;2 – En desacuerdo;2 – En desacuerdo;3 – Algo en desacuerdo;2 – En desacuerdo;3 – Algo en desacuerdo;2 – En desacuerdo;Facilita bastante la búsqueda de información.;Puede hacer que algunas personas investiguen menos por su cuenta.;False;False;True;True;False;2026-04-15T09:00:43
45;56;Hombre;Formación y Desarrollo;Más de 5 años;Máster;Industria;5 – Muy frecuentemente;LMS con IA;4 – Ni de acuerdo ni en desacuerdo ;6 – De acuerdo;5 – Algo de acuerdo;5 – Algo de acuerdo;6 – De acuerdo;4 – Ni de acuerdo ni en desacuerdo ;5 – Algo de acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo ;5 – Algo de acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo ;5 – Algo de acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;5 – Algo de acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo ;3 – Algo en desacuerdo;3 – Algo en desacuerdo;4 – Ni de acuerdo ni en desacuerdo ;3 – Algo en desacuerdo;4 – Ni de acuerdo ni en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo ;Me ayuda a mejorar en algunas tareas del día a día.;Hay que tener cuidado con la información sensible de la empresa.;True;True;True;True;False;2026-04-15T09:00:44
46;39;Hombre;Tecnología / IT;Más de 5 años;Máster;Consultoría;5 – Muy frecuentemente;Gemini;4 – Ni de acuerdo ni en desacuerdo ;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;6 – De acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;6 – De acuerdo ;7 – Totalmente de acuerdo;4 – Ni de acuerdo ni en desacuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;Actualización Constante (Reskilling y Upskilling) En un mercado laboral que cambia cada semana, la IA es el mejor radar para mantenerse vigente.  Identificación de brechas: Puede analizar las tendencias de tu industria y decirte qué habilidades te faltan para ascender o cambiar de sector.;"Gemini said Los principales riesgos y limitaciones del uso de la IA en la formación profesional incluyen las alucinaciones y desinformación (generación de datos falsos), el atrofiamiento del pensamiento crítico por dependencia cognitiva, la propagación de sesgos algorítmicos presentes en los datos de entrenamiento, la opacidad de la ""caja negra"" que dificulta entender los procesos lógicos, y las vulnerabilidades en cuanto a la privacidad y propiedad intelectual de la información compartida.";True;True;False;True;True;2026-04-15T09:00:45
47;24;Mujer;Formación y Desarrollo;Menos de 1 año;Grado;Consultoría;5 – Muy frecuentemente;ChatGPT;5 – Algo de acuerdo;5 – Algo de acuerdo;5 – Algo de acuerdo;6 – De acuerdo;7 – Totalmente de acuerdo;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;6 – De acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo ;6 – De acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;Que tiene respuesta que los demás no me pueden dar.;La fiabilidad ;True;False;False;False;False;2026-04-15T09:00:46
48;31;Mujer;Tecnología / IT;Más de 5 años;Formación Profesional;Tecnología;1 – Nunca;Gemini;5 – Algo de acuerdo;6 – De acuerdo;5 – Algo de acuerdo;6 – De acuerdo;6 – De acuerdo;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo ;3 – Algo en desacuerdo;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;2 – En desacuerdo;1 – Totalmente en desacuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;Agilidad en respuesta y aumento de respuestas;Necesidad de contraste de respuestas ;False;False;False;False;False;2026-04-15T09:00:47
49;35;Hombre;Administración / Finanzas;Más de 5 años;Grado;Comercio / Retail;2 – Rara vez;No utilizo IA;6 – De acuerdo;5 – Algo de acuerdo;2 – En desacuerdo ;6 – De acuerdo;2 – En desacuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;2 – En desacuerdo;2 – En desacuerdo;2 – En desacuerdo;2 – En desacuerdo;1 – Totalmente en desacuerdo;2 – En desacuerdo;2 – En desacuerdo;2 – En desacuerdo;2 – En desacuerdo;5 – Algo de acuerdo ;6 – De acuerdo ;2 – En desacuerdo;2 – En desacuerdo;1 – Totalmente en desacuerdo;1 – Totalmente en desacuerdo;6 – De acuerdo ;6 – De acuerdo ;Me resulta más útil para aprender a resolver problemas o pulir el uso de herramientas con cuyo uso ya estoy familiarizado (p.ej. corregir fórmulas de Excel o aprender a utilizar fórmulas que ya conozco), no aprender a realizar tareas más complejas sin conocimiento previo.;Que la IA reemplace el pensamiento crítico y la resolución de problemas por cuenta propia, o en el caso concreto de la formación, que la IA sufra alucinaciones y proporcione información incorrecta a un nivel suficientemente sutil para pasar desapercibida y que se aprendan procedimientos o informaciones incorrectos.;False;True;True;False;False;2026-04-15T09:00:48
50;33;Mujer;Recursos Humanos;Más de 5 años;Máster;Servicios;1 – Nunca;ChatGPT;4 – Ni de acuerdo ni en desacuerdo ;5 – Algo de acuerdo;5 – Algo de acuerdo;5 – Algo de acuerdo;6 – De acuerdo;6 – De acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;6 – De acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo ;6 – De acuerdo ;6 – De acuerdo ;2 – En desacuerdo;6 – De acuerdo ;5 – Algo de acuerdo ;Inmediatez y adaptabilidad;Falta de verificación de la información ;True;False;False;False;False;2026-04-15T09:00:49
51;33;Hombre;Consultoría;1–3 años;Máster;Consultoría;5 – Muy frecuentemente;ChatGPT;5 – Algo de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;6 – De acuerdo ;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;5 – Algo de acuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;2 – En desacuerdo;4 – Ni de acuerdo ni en desacuerdo ;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;Esencial;Dejar de formarse profesionalmente y no tener valoración crítica ante el problema;True;False;False;False;True;2026-04-15T09:00:50
52;34;Hombre;Tecnología / IT;Más de 5 años;Grado;Tecnología;5 – Muy frecuentemente;ChatGPT;1 – Totalmente en desacuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;2 – En desacuerdo;1 – Totalmente en desacuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;Aumento de velocidad 400%;Hay que tener una base antes. Actúa con una seguridad que o eres capaz de guiarla o te puede meter en lios;True;False;False;False;True;2026-04-15T09:00:51
53;32;Mujer;Consultoría;3–5 años;Máster;Consultoría;2 – Rara vez;Otra;7 – Totalmente de acuerdo;6 – De acuerdo;3 – Algo en desacuerdo ;6 – De acuerdo;6 – De acuerdo;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;3 – Algo en desacuerdo;2 – En desacuerdo;2 – En desacuerdo;2 – En desacuerdo;2 – En desacuerdo;2 – En desacuerdo;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;2 – En desacuerdo;5 – Algo de acuerdo ;1 – Totalmente en desacuerdo;4 – Ni de acuerdo ni en desacuerdo ;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;Rapidez a la hora de encontrar soluciones a ciertas consultas;Las respuestas de la IA no siempre son acertadas. Hay que verificar en distintas fuentes la información recibida ;False;False;False;False;True;2026-04-15T09:00:52
